instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,jenis_penyewa
617,2011-01-28,Spring,2011,Jan,22,Not Holiday,Friday,Working Day,Clear,0.24,0.2121,0.65,0.3582,0,26,26,Evening Riders
618,2011-01-28,Spring,2011,Jan,23,Not Holiday,Friday,Working Day,Clear,0.24,0.2273,0.6,0.2239,1,22,23,Evening Riders
619,2011-01-29,Spring,2011,Jan,0,Not Holiday,Saturday,Holiday,Clear,0.22,0.197,0.64,0.3582,2,26,28,Night Riders
620,2011-01-29,Spring,2011,Jan,1,Not Holiday,Saturday,Holiday,Clear,0.22,0.2273,0.64,0.194,0,20,20,Night Riders
621,2011-01-29,Spring,2011,Jan,2,Not Holiday,Saturday,Holiday,Clear,0.22,0.2273,0.64,0.1642,0,15,15,Night Riders
622,2011-01-29,Spring,2011,Jan,3,Not Holiday,Saturday,Holiday,Clear,0.2,0.2121,0.64,0.1343,3,5,8,Night Riders
623,2011-01-29,Spring,2011,Jan,4,Not Holiday,Saturday,Holiday,Clear,0.16,0.1818,0.69,0.1045,1,2,3,Night Riders
624,2011-01-29,Spring,2011,Jan,6,Not Holiday,Saturday,Holiday,Clear,0.16,0.1818,0.64,0.1343,0,2,2,Morning Riders
625,2011-01-29,Spring,2011,Jan,7,Not Holiday,Saturday,Holiday,Clear,0.16,0.1818,0.59,0.1045,1,4,5,Morning Riders
626,2011-01-29,Spring,2011,Jan,8,Not Holiday,Saturday,Holiday,Clear,0.18,0.197,0.55,0.1642,3,31,34,Morning Riders
627,2011-01-29,Spring,2011,Jan,9,Not Holiday,Saturday,Holiday,Clear,0.18,0.2121,0.59,0.0896,0,34,34,Morning Riders
628,2011-01-29,Spring,2011,Jan,10,Not Holiday,Saturday,Holiday,Mist,0.18,0.2121,0.64,0.1045,4,51,55,Morning Riders
629,2011-01-29,Spring,2011,Jan,11,Not Holiday,Saturday,Holiday,Mist,0.18,0.197,0.64,0.1343,4,60,64,Morning Riders
630,2011-01-29,Spring,2011,Jan,12,Not Holiday,Saturday,Holiday,Mist,0.2,0.197,0.59,0.194,12,66,78,Afternoon Riders
631,2011-01-29,Spring,2011,Jan,13,Not Holiday,Saturday,Holiday,Mist,0.22,0.2273,0.55,0.1642,9,56,65,Afternoon Riders
632,2011-01-29,Spring,2011,Jan,14,Not Holiday,Saturday,Holiday,Mist,0.22,0.2273,0.6,0.1343,10,89,99,Afternoon Riders
633,2011-01-29,Spring,2011,Jan,15,Not Holiday,Saturday,Holiday,Clear,0.22,0.2121,0.69,0.2537,22,98,120,Afternoon Riders
634,2011-01-29,Spring,2011,Jan,16,Not Holiday,Saturday,Holiday,Clear,0.24,0.2424,0.6,0.1642,19,88,107,Afternoon Riders
635,2011-01-29,Spring,2011,Jan,17,Not Holiday,Saturday,Holiday,Clear,0.24,0.2879,0.6,0.0,9,82,91,Afternoon Riders
636,2011-01-29,Spring,2011,Jan,18,Not Holiday,Saturday,Holiday,Clear,0.22,0.2273,0.69,0.1343,9,59,68,Evening Riders
637,2011-01-29,Spring,2011,Jan,19,Not Holiday,Saturday,Holiday,Mist,0.22,0.2121,0.69,0.2537,6,52,58,Evening Riders
638,2011-01-29,Spring,2011,Jan,20,Not Holiday,Saturday,Holiday,Clear,0.18,0.2121,0.74,0.0896,1,42,43,Evening Riders
639,2011-01-29,Spring,2011,Jan,21,Not Holiday,Saturday,Holiday,Clear,0.18,0.2121,0.74,0.0896,1,35,36,Evening Riders
640,2011-01-29,Spring,2011,Jan,22,Not Holiday,Saturday,Holiday,Clear,0.16,0.197,0.8,0.0896,4,28,32,Evening Riders
641,2011-01-29,Spring,2011,Jan,23,Not Holiday,Saturday,Holiday,Clear,0.16,0.197,0.8,0.0896,3,30,33,Evening Riders
642,2011-01-30,Spring,2011,Jan,0,Not Holiday,Sunday,Holiday,Clear,0.16,0.1818,0.8,0.1045,0,33,33,Night Riders
643,2011-01-30,Spring,2011,Jan,1,Not Holiday,Sunday,Holiday,Clear,0.14,0.2121,0.8,0.0,7,22,29,Night Riders
644,2011-01-30,Spring,2011,Jan,2,Not Holiday,Sunday,Holiday,Clear,0.16,0.2273,0.8,0.0,1,10,11,Night Riders
645,2011-01-30,Spring,2011,Jan,3,Not Holiday,Sunday,Holiday,Clear,0.14,0.2121,0.93,0.0,1,7,8,Night Riders
646,2011-01-30,Spring,2011,Jan,4,Not Holiday,Sunday,Holiday,Clear,0.14,0.2121,0.93,0.0,0,1,1,Night Riders
647,2011-01-30,Spring,2011,Jan,5,Not Holiday,Sunday,Holiday,Clear,0.14,0.2121,0.86,0.0,0,3,3,Morning Riders
648,2011-01-30,Spring,2011,Jan,7,Not Holiday,Sunday,Holiday,Clear,0.14,0.2121,0.86,0.0,0,3,3,Morning Riders
649,2011-01-30,Spring,2011,Jan,8,Not Holiday,Sunday,Holiday,Mist,0.14,0.2121,0.86,0.0,1,11,12,Morning Riders
650,2011-01-30,Spring,2011,Jan,9,Not Holiday,Sunday,Holiday,Mist,0.16,0.2273,0.8,0.0,4,34,38,Morning Riders
651,2011-01-30,Spring,2011,Jan,10,Not Holiday,Sunday,Holiday,Mist,0.18,0.2424,0.8,0.0,7,57,64,Morning Riders
652,2011-01-30,Spring,2011,Jan,11,Not Holiday,Sunday,Holiday,Clear,0.22,0.2727,0.75,0.0,9,50,59,Morning Riders
653,2011-01-30,Spring,2011,Jan,12,Not Holiday,Sunday,Holiday,Clear,0.3,0.3182,0.52,0.1045,10,87,97,Afternoon Riders
654,2011-01-30,Spring,2011,Jan,13,Not Holiday,Sunday,Holiday,Clear,0.28,0.2879,0.61,0.1045,13,71,84,Afternoon Riders
655,2011-01-30,Spring,2011,Jan,14,Not Holiday,Sunday,Holiday,Clear,0.28,0.303,0.61,0.0896,18,104,122,Afternoon Riders
656,2011-01-30,Spring,2011,Jan,15,Not Holiday,Sunday,Holiday,Clear,0.3,0.3333,0.56,0.0,14,95,109,Afternoon Riders
657,2011-01-30,Spring,2011,Jan,16,Not Holiday,Sunday,Holiday,Clear,0.3,0.3333,0.56,0.0,19,104,123,Afternoon Riders
658,2011-01-30,Spring,2011,Jan,17,Not Holiday,Sunday,Holiday,Clear,0.3,0.2879,0.56,0.194,6,71,77,Afternoon Riders
659,2011-01-30,Spring,2011,Jan,18,Not Holiday,Sunday,Holiday,Clear,0.26,0.2576,0.65,0.1642,8,57,65,Evening Riders
660,2011-01-30,Spring,2011,Jan,19,Not Holiday,Sunday,Holiday,Clear,0.26,0.2576,0.65,0.194,9,46,55,Evening Riders
661,2011-01-30,Spring,2011,Jan,20,Not Holiday,Sunday,Holiday,Mist,0.26,0.2727,0.65,0.1045,3,30,33,Evening Riders
662,2011-01-30,Spring,2011,Jan,21,Not Holiday,Sunday,Holiday,Mist,0.24,0.2424,0.7,0.1642,3,25,28,Evening Riders
663,2011-01-30,Spring,2011,Jan,22,Not Holiday,Sunday,Holiday,Mist,0.24,0.2273,0.7,0.194,2,19,21,Evening Riders
664,2011-01-30,Spring,2011,Jan,23,Not Holiday,Sunday,Holiday,Mist,0.24,0.2121,0.65,0.2836,5,16,21,Evening Riders
665,2011-01-31,Spring,2011,Jan,0,Not Holiday,Monday,Working Day,Mist,0.24,0.2273,0.65,0.2239,1,6,7,Night Riders
666,2011-01-31,Spring,2011,Jan,1,Not Holiday,Monday,Working Day,Clear,0.22,0.2121,0.64,0.2537,2,5,7,Night Riders
667,2011-01-31,Spring,2011,Jan,2,Not Holiday,Monday,Working Day,Clear,0.22,0.2273,0.64,0.194,0,1,1,Night Riders
668,2011-01-31,Spring,2011,Jan,3,Not Holiday,Monday,Working Day,Clear,0.22,0.2273,0.64,0.194,0,2,2,Night Riders
669,2011-01-31,Spring,2011,Jan,4,Not Holiday,Monday,Working Day,Clear,0.2,0.197,0.59,0.2239,0,2,2,Night Riders
670,2011-01-31,Spring,2011,Jan,5,Not Holiday,Monday,Working Day,Clear,0.18,0.1667,0.64,0.2836,0,8,8,Morning Riders
671,2011-01-31,Spring,2011,Jan,6,Not Holiday,Monday,Working Day,Clear,0.16,0.1364,0.69,0.3284,0,37,37,Morning Riders
672,2011-01-31,Spring,2011,Jan,7,Not Holiday,Monday,Working Day,Mist,0.16,0.1364,0.64,0.2836,1,71,72,Morning Riders
673,2011-01-31,Spring,2011,Jan,8,Not Holiday,Monday,Working Day,Mist,0.16,0.1364,0.59,0.2836,3,182,185,Morning Riders
674,2011-01-31,Spring,2011,Jan,9,Not Holiday,Monday,Working Day,Mist,0.16,0.1364,0.59,0.2985,0,112,112,Morning Riders
675,2011-01-31,Spring,2011,Jan,10,Not Holiday,Monday,Working Day,Mist,0.16,0.1515,0.59,0.194,1,68,69,Morning Riders
676,2011-01-31,Spring,2011,Jan,11,Not Holiday,Monday,Working Day,Mist,0.16,0.1515,0.59,0.194,2,46,48,Morning Riders
677,2011-01-31,Spring,2011,Jan,12,Not Holiday,Monday,Working Day,Mist,0.18,0.2121,0.55,0.1045,6,62,68,Afternoon Riders
678,2011-01-31,Spring,2011,Jan,13,Not Holiday,Monday,Working Day,Mist,0.16,0.2273,0.59,0.0,2,52,54,Afternoon Riders
679,2011-01-31,Spring,2011,Jan,14,Not Holiday,Monday,Working Day,Mist,0.18,0.197,0.55,0.1343,1,85,86,Afternoon Riders
680,2011-01-31,Spring,2011,Jan,15,Not Holiday,Monday,Working Day,Mist,0.16,0.1818,0.59,0.1343,3,41,44,Afternoon Riders
681,2011-01-31,Spring,2011,Jan,16,Not Holiday,Monday,Working Day,Mist,0.16,0.1818,0.56,0.194,3,83,86,Afternoon Riders
682,2011-01-31,Spring,2011,Jan,17,Not Holiday,Monday,Working Day,Mist,0.16,0.1515,0.59,0.194,6,155,161,Afternoon Riders
683,2011-01-31,Spring,2011,Jan,18,Not Holiday,Monday,Working Day,Mist,0.16,0.1515,0.55,0.2239,3,153,156,Evening Riders
684,2011-01-31,Spring,2011,Jan,19,Not Holiday,Monday,Working Day,Clear,0.3,0.3182,0.61,0.1045,3,108,111,Evening Riders
685,2011-01-31,Spring,2011,Jan,20,Not Holiday,Monday,Working Day,Light_snow,0.16,0.1667,0.59,0.1642,0,78,78,Evening Riders
686,2011-01-31,Spring,2011,Jan,21,Not Holiday,Monday,Working Day,Light_snow,0.16,0.197,0.59,0.0896,3,53,56,Evening Riders
687,2011-01-31,Spring,2011,Jan,22,Not Holiday,Monday,Working Day,Mist,0.16,0.1818,0.59,0.1045,0,34,34,Evening Riders
688,2011-01-31,Spring,2011,Jan,23,Not Holiday,Monday,Working Day,Mist,0.16,0.197,0.64,0.0896,2,15,17,Evening Riders
689,2011-02-01,Spring,2011,Feb,0,Not Holiday,Tuesday,Working Day,Mist,0.16,0.1818,0.64,0.1045,2,6,8,Night Riders
690,2011-02-01,Spring,2011,Feb,1,Not Holiday,Tuesday,Working Day,Mist,0.16,0.1818,0.69,0.1045,0,3,3,Night Riders
691,2011-02-01,Spring,2011,Feb,2,Not Holiday,Tuesday,Working Day,Mist,0.16,0.2273,0.69,0.0,0,2,2,Night Riders
692,2011-02-01,Spring,2011,Feb,3,Not Holiday,Tuesday,Working Day,Mist,0.16,0.2273,0.69,0.0,0,2,2,Night Riders
693,2011-02-01,Spring,2011,Feb,5,Not Holiday,Tuesday,Working Day,Light_snow,0.14,0.2121,0.93,0.0,0,3,3,Morning Riders
694,2011-02-01,Spring,2011,Feb,6,Not Holiday,Tuesday,Working Day,Light_snow,0.14,0.2121,0.93,0.0,0,22,22,Morning Riders
695,2011-02-01,Spring,2011,Feb,7,Not Holiday,Tuesday,Working Day,Light_snow,0.16,0.2273,0.93,0.0,0,52,52,Morning Riders
696,2011-02-01,Spring,2011,Feb,8,Not Holiday,Tuesday,Working Day,Light_snow,0.16,0.2273,0.93,0.0,3,132,135,Morning Riders
697,2011-02-01,Spring,2011,Feb,9,Not Holiday,Tuesday,Working Day,Mist,0.16,0.2273,0.93,0.0,2,114,116,Morning Riders
698,2011-02-01,Spring,2011,Feb,10,Not Holiday,Tuesday,Working Day,Mist,0.16,0.2273,0.93,0.0,0,47,47,Morning Riders
699,2011-02-01,Spring,2011,Feb,11,Not Holiday,Tuesday,Working Day,Mist,0.18,0.2424,0.86,0.0,2,49,51,Morning Riders
700,2011-02-01,Spring,2011,Feb,12,Not Holiday,Tuesday,Working Day,Mist,0.2,0.2576,0.86,0.0,2,53,55,Afternoon Riders
701,2011-02-01,Spring,2011,Feb,13,Not Holiday,Tuesday,Working Day,Mist,0.2,0.2576,0.86,0.0,3,49,52,Afternoon Riders
702,2011-02-01,Spring,2011,Feb,14,Not Holiday,Tuesday,Working Day,Mist,0.22,0.2576,0.8,0.0896,5,49,54,Afternoon Riders
703,2011-02-01,Spring,2011,Feb,15,Not Holiday,Tuesday,Working Day,Mist,0.24,0.2879,0.75,0.0,7,45,52,Afternoon Riders
704,2011-02-01,Spring,2011,Feb,16,Not Holiday,Tuesday,Working Day,Mist,0.24,0.2424,0.75,0.1343,3,61,64,Afternoon Riders
705,2011-02-01,Spring,2011,Feb,17,Not Holiday,Tuesday,Working Day,Mist,0.24,0.2879,0.75,0.0,4,172,176,Afternoon Riders
706,2011-02-01,Spring,2011,Feb,18,Not Holiday,Tuesday,Working Day,Mist,0.24,0.2576,0.81,0.1045,3,165,168,Evening Riders
707,2011-02-01,Spring,2011,Feb,19,Not Holiday,Tuesday,Working Day,Mist,0.24,0.2424,0.81,0.1343,3,105,108,Evening Riders
708,2011-02-01,Spring,2011,Feb,20,Not Holiday,Tuesday,Working Day,Mist,0.22,0.2273,0.87,0.1343,5,69,74,Evening Riders
709,2011-02-01,Spring,2011,Feb,21,Not Holiday,Tuesday,Working Day,Mist,0.22,0.2273,0.87,0.1343,0,64,64,Evening Riders
710,2011-02-01,Spring,2011,Feb,22,Not Holiday,Tuesday,Working Day,Mist,0.22,0.2576,0.87,0.0896,2,34,36,Evening Riders
711,2011-02-01,Spring,2011,Feb,23,Not Holiday,Tuesday,Working Day,Light_snow,0.2,0.197,0.93,0.194,1,15,16,Evening Riders
712,2011-02-02,Spring,2011,Feb,0,Not Holiday,Wednesday,Working Day,Light_snow,0.22,0.2424,0.93,0.1045,0,2,2,Night Riders
713,2011-02-02,Spring,2011,Feb,1,Not Holiday,Wednesday,Working Day,Light_snow,0.22,0.2273,0.93,0.194,0,3,3,Night Riders
714,2011-02-02,Spring,2011,Feb,2,Not Holiday,Wednesday,Working Day,Light_snow,0.22,0.2273,0.93,0.1343,4,0,4,Night Riders
715,2011-02-02,Spring,2011,Feb,3,Not Holiday,Wednesday,Working Day,Light_snow,0.22,0.2273,0.93,0.1343,0,1,1,Night Riders
716,2011-02-02,Spring,2011,Feb,4,Not Holiday,Wednesday,Working Day,Light_snow,0.22,0.2121,0.93,0.2836,0,1,1,Night Riders
717,2011-02-02,Spring,2011,Feb,5,Not Holiday,Wednesday,Working Day,Light_snow,0.22,0.2424,0.93,0.1045,0,3,3,Morning Riders
718,2011-02-02,Spring,2011,Feb,6,Not Holiday,Wednesday,Working Day,Light_snow,0.22,0.2424,0.93,0.1045,1,17,18,Morning Riders
719,2011-02-02,Spring,2011,Feb,7,Not Holiday,Wednesday,Working Day,Light_snow,0.22,0.2121,0.93,0.2239,1,48,49,Morning Riders
720,2011-02-02,Spring,2011,Feb,8,Not Holiday,Wednesday,Working Day,Light_snow,0.22,0.2121,0.93,0.2239,1,154,155,Morning Riders
721,2011-02-02,Spring,2011,Feb,9,Not Holiday,Wednesday,Working Day,Mist,0.24,0.2576,0.93,0.0896,4,119,123,Morning Riders
722,2011-02-02,Spring,2011,Feb,10,Not Holiday,Wednesday,Working Day,Mist,0.22,0.2727,1.0,0.0,2,59,61,Morning Riders
723,2011-02-02,Spring,2011,Feb,11,Not Holiday,Wednesday,Working Day,Mist,0.24,0.2273,0.93,0.194,5,47,52,Morning Riders
724,2011-02-02,Spring,2011,Feb,12,Not Holiday,Wednesday,Working Day,Mist,0.24,0.2273,0.93,0.2239,3,61,64,Afternoon Riders
725,2011-02-02,Spring,2011,Feb,13,Not Holiday,Wednesday,Working Day,Clear,0.34,0.3333,0.93,0.1642,1,74,75,Afternoon Riders
726,2011-02-02,Spring,2011,Feb,14,Not Holiday,Wednesday,Working Day,Clear,0.38,0.3939,0.82,0.3881,2,61,63,Afternoon Riders
727,2011-02-02,Spring,2011,Feb,15,Not Holiday,Wednesday,Working Day,Clear,0.38,0.3939,0.76,0.3284,10,66,76,Afternoon Riders
728,2011-02-02,Spring,2011,Feb,16,Not Holiday,Wednesday,Working Day,Clear,0.36,0.3333,0.71,0.2985,8,95,103,Afternoon Riders
729,2011-02-02,Spring,2011,Feb,17,Not Holiday,Wednesday,Working Day,Clear,0.36,0.3182,0.53,0.5224,7,183,190,Afternoon Riders
730,2011-02-02,Spring,2011,Feb,18,Not Holiday,Wednesday,Working Day,Clear,0.34,0.2879,0.42,0.5522,7,175,182,Evening Riders
731,2011-02-02,Spring,2011,Feb,19,Not Holiday,Wednesday,Working Day,Clear,0.28,0.2424,0.45,0.4925,3,88,91,Evening Riders
732,2011-02-02,Spring,2011,Feb,20,Not Holiday,Wednesday,Working Day,Clear,0.24,0.197,0.48,0.5522,4,71,75,Evening Riders
733,2011-02-02,Spring,2011,Feb,21,Not Holiday,Wednesday,Working Day,Clear,0.22,0.197,0.47,0.3284,1,62,63,Evening Riders
734,2011-02-02,Spring,2011,Feb,22,Not Holiday,Wednesday,Working Day,Clear,0.22,0.2121,0.44,0.2537,5,35,40,Evening Riders
735,2011-02-02,Spring,2011,Feb,23,Not Holiday,Wednesday,Working Day,Clear,0.2,0.1667,0.44,0.4478,3,29,32,Evening Riders
736,2011-02-03,Spring,2011,Feb,0,Not Holiday,Thursday,Working Day,Clear,0.2,0.1667,0.4,0.4478,1,11,12,Night Riders
737,2011-02-03,Spring,2011,Feb,1,Not Holiday,Thursday,Working Day,Clear,0.2,0.1515,0.44,0.5224,0,5,5,Night Riders
738,2011-02-03,Spring,2011,Feb,2,Not Holiday,Thursday,Working Day,Clear,0.18,0.1667,0.43,0.2537,0,2,2,Night Riders
739,2011-02-03,Spring,2011,Feb,3,Not Holiday,Thursday,Working Day,Clear,0.18,0.1667,0.43,0.2537,0,1,1,Night Riders
740,2011-02-03,Spring,2011,Feb,5,Not Holiday,Thursday,Working Day,Clear,0.16,0.1364,0.5,0.2985,0,2,2,Morning Riders
741,2011-02-03,Spring,2011,Feb,6,Not Holiday,Thursday,Working Day,Clear,0.16,0.1364,0.43,0.3582,0,39,39,Morning Riders
742,2011-02-03,Spring,2011,Feb,7,Not Holiday,Thursday,Working Day,Clear,0.14,0.1212,0.5,0.3284,1,86,87,Morning Riders
743,2011-02-03,Spring,2011,Feb,8,Not Holiday,Thursday,Working Day,Clear,0.14,0.1212,0.5,0.3582,4,184,188,Morning Riders
744,2011-02-03,Spring,2011,Feb,9,Not Holiday,Thursday,Working Day,Clear,0.16,0.1364,0.47,0.2985,6,127,133,Morning Riders
745,2011-02-03,Spring,2011,Feb,10,Not Holiday,Thursday,Working Day,Clear,0.18,0.1515,0.43,0.3284,2,50,52,Morning Riders
746,2011-02-03,Spring,2011,Feb,11,Not Holiday,Thursday,Working Day,Clear,0.18,0.1364,0.43,0.4478,9,55,64,Morning Riders
747,2011-02-03,Spring,2011,Feb,12,Not Holiday,Thursday,Working Day,Clear,0.2,0.1818,0.4,0.3582,2,67,69,Afternoon Riders
748,2011-02-03,Spring,2011,Feb,13,Not Holiday,Thursday,Working Day,Clear,0.2,0.1667,0.4,0.4179,4,47,51,Afternoon Riders
749,2011-02-03,Spring,2011,Feb,14,Not Holiday,Thursday,Working Day,Clear,0.22,0.197,0.37,0.3881,4,43,47,Afternoon Riders
750,2011-02-03,Spring,2011,Feb,15,Not Holiday,Thursday,Working Day,Clear,0.22,0.197,0.37,0.3284,4,56,60,Afternoon Riders
751,2011-02-03,Spring,2011,Feb,16,Not Holiday,Thursday,Working Day,Clear,0.22,0.2121,0.37,0.2537,5,73,78,Afternoon Riders
752,2011-02-03,Spring,2011,Feb,17,Not Holiday,Thursday,Working Day,Clear,0.2,0.197,0.4,0.194,5,170,175,Afternoon Riders
753,2011-02-03,Spring,2011,Feb,18,Not Holiday,Thursday,Working Day,Clear,0.2,0.2121,0.4,0.1642,2,145,147,Evening Riders
754,2011-02-03,Spring,2011,Feb,19,Not Holiday,Thursday,Working Day,Clear,0.2,0.2576,0.4,0.0,4,92,96,Evening Riders
755,2011-02-03,Spring,2011,Feb,20,Not Holiday,Thursday,Working Day,Clear,0.2,0.2273,0.47,0.0896,1,108,109,Evening Riders
756,2011-02-03,Spring,2011,Feb,21,Not Holiday,Thursday,Working Day,Clear,0.18,0.2121,0.55,0.1045,1,53,54,Evening Riders
757,2011-02-03,Spring,2011,Feb,22,Not Holiday,Thursday,Working Day,Clear,0.18,0.2121,0.51,0.0896,2,39,41,Evening Riders
758,2011-02-03,Spring,2011,Feb,23,Not Holiday,Thursday,Working Day,Clear,0.2,0.2273,0.47,0.1045,4,34,38,Evening Riders
759,2011-02-04,Spring,2011,Feb,0,Not Holiday,Friday,Working Day,Mist,0.2,0.2576,0.44,0.0,3,10,13,Night Riders
760,2011-02-04,Spring,2011,Feb,1,Not Holiday,Friday,Working Day,Mist,0.16,0.2273,0.59,0.0,0,7,7,Night Riders
761,2011-02-04,Spring,2011,Feb,2,Not Holiday,Friday,Working Day,Mist,0.14,0.1667,0.63,0.1045,0,1,1,Night Riders
762,2011-02-04,Spring,2011,Feb,3,Not Holiday,Friday,Working Day,Mist,0.14,0.1667,0.63,0.1045,0,1,1,Night Riders
763,2011-02-04,Spring,2011,Feb,5,Not Holiday,Friday,Working Day,Mist,0.14,0.1515,0.63,0.1343,0,7,7,Morning Riders
764,2011-02-04,Spring,2011,Feb,6,Not Holiday,Friday,Working Day,Mist,0.16,0.2273,0.55,0.0,2,26,28,Morning Riders
765,2011-02-04,Spring,2011,Feb,7,Not Holiday,Friday,Working Day,Clear,0.14,0.2121,0.59,0.0,0,87,87,Morning Riders
766,2011-02-04,Spring,2011,Feb,8,Not Holiday,Friday,Working Day,Clear,0.14,0.1515,0.74,0.1343,3,217,220,Morning Riders
767,2011-02-04,Spring,2011,Feb,9,Not Holiday,Friday,Working Day,Mist,0.16,0.1818,0.8,0.1343,3,124,127,Morning Riders
768,2011-02-04,Spring,2011,Feb,10,Not Holiday,Friday,Working Day,Mist,0.2,0.2121,0.51,0.1343,5,46,51,Morning Riders
769,2011-02-04,Spring,2011,Feb,11,Not Holiday,Friday,Working Day,Clear,0.22,0.2273,0.51,0.1642,3,61,64,Morning Riders
770,2011-02-04,Spring,2011,Feb,12,Not Holiday,Friday,Working Day,Mist,0.24,0.2424,0.48,0.1642,8,78,86,Afternoon Riders
771,2011-02-04,Spring,2011,Feb,13,Not Holiday,Friday,Working Day,Mist,0.26,0.2576,0.5,0.2239,9,73,82,Afternoon Riders
772,2011-02-04,Spring,2011,Feb,14,Not Holiday,Friday,Working Day,Mist,0.28,0.2727,0.45,0.1642,15,76,91,Afternoon Riders
773,2011-02-04,Spring,2011,Feb,15,Not Holiday,Friday,Working Day,Mist,0.28,0.2727,0.48,0.2537,9,81,90,Afternoon Riders
774,2011-02-04,Spring,2011,Feb,16,Not Holiday,Friday,Working Day,Mist,0.3,0.2879,0.42,0.2239,8,91,99,Afternoon Riders
775,2011-02-04,Spring,2011,Feb,17,Not Holiday,Friday,Working Day,Mist,0.26,0.2727,0.56,0.1343,10,195,205,Afternoon Riders
776,2011-02-04,Spring,2011,Feb,18,Not Holiday,Friday,Working Day,Mist,0.24,0.2576,0.6,0.1045,3,152,155,Evening Riders
777,2011-02-04,Spring,2011,Feb,19,Not Holiday,Friday,Working Day,Mist,0.24,0.2424,0.65,0.1343,1,102,103,Evening Riders
778,2011-02-04,Spring,2011,Feb,20,Not Holiday,Friday,Working Day,Mist,0.24,0.2424,0.65,0.1642,2,69,71,Evening Riders
779,2011-02-04,Spring,2011,Feb,21,Not Holiday,Friday,Working Day,Mist,0.24,0.2424,0.7,0.1642,2,41,43,Evening Riders
780,2011-02-04,Spring,2011,Feb,22,Not Holiday,Friday,Working Day,Mist,0.24,0.2424,0.65,0.1642,1,45,46,Evening Riders
781,2011-02-04,Spring,2011,Feb,23,Not Holiday,Friday,Working Day,Mist,0.24,0.2424,0.7,0.1343,1,30,31,Evening Riders
782,2011-02-05,Spring,2011,Feb,0,Not Holiday,Saturday,Holiday,Mist,0.24,0.2424,0.7,0.1642,3,36,39,Night Riders
783,2011-02-05,Spring,2011,Feb,1,Not Holiday,Saturday,Holiday,Mist,0.24,0.2424,0.65,0.1642,1,17,18,Night Riders
784,2011-02-05,Spring,2011,Feb,2,Not Holiday,Saturday,Holiday,Mist,0.24,0.2424,0.75,0.1642,5,12,17,Night Riders
785,2011-02-05,Spring,2011,Feb,3,Not Holiday,Saturday,Holiday,Mist,0.24,0.2424,0.75,0.1642,1,10,11,Night Riders
786,2011-02-05,Spring,2011,Feb,4,Not Holiday,Saturday,Holiday,Light_snow,0.22,0.2273,0.93,0.1343,0,8,8,Night Riders
787,2011-02-05,Spring,2011,Feb,5,Not Holiday,Saturday,Holiday,Light_snow,0.2,0.2273,1.0,0.0896,0,9,9,Morning Riders
788,2011-02-05,Spring,2011,Feb,6,Not Holiday,Saturday,Holiday,Light_snow,0.2,0.2576,1.0,0.0,0,4,4,Morning Riders
789,2011-02-05,Spring,2011,Feb,7,Not Holiday,Saturday,Holiday,Light_snow,0.22,0.2576,0.93,0.0896,0,4,4,Morning Riders
790,2011-02-05,Spring,2011,Feb,8,Not Holiday,Saturday,Holiday,Light_snow,0.2,0.2273,1.0,0.0896,0,10,10,Morning Riders
791,2011-02-05,Spring,2011,Feb,9,Not Holiday,Saturday,Holiday,Light_snow,0.2,0.2273,1.0,0.0896,3,17,20,Morning Riders
792,2011-02-05,Spring,2011,Feb,10,Not Holiday,Saturday,Holiday,Light_snow,0.2,0.2121,1.0,0.1343,3,31,34,Morning Riders
793,2011-02-05,Spring,2011,Feb,11,Not Holiday,Saturday,Holiday,Light_snow,0.22,0.2273,1.0,0.1343,1,46,47,Morning Riders
794,2011-02-05,Spring,2011,Feb,12,Not Holiday,Saturday,Holiday,Light_snow,0.22,0.2273,1.0,0.1642,10,42,52,Afternoon Riders
795,2011-02-05,Spring,2011,Feb,13,Not Holiday,Saturday,Holiday,Light_snow,0.22,0.2273,1.0,0.1642,10,62,72,Afternoon Riders
796,2011-02-05,Spring,2011,Feb,14,Not Holiday,Saturday,Holiday,Light_snow,0.22,0.2727,1.0,0.0,5,50,55,Afternoon Riders
797,2011-02-05,Spring,2011,Feb,15,Not Holiday,Saturday,Holiday,Light_snow,0.22,0.2727,1.0,0.0,11,49,60,Afternoon Riders
798,2011-02-05,Spring,2011,Feb,16,Not Holiday,Saturday,Holiday,Light_snow,0.22,0.2273,1.0,0.1343,8,63,71,Afternoon Riders
799,2011-02-05,Spring,2011,Feb,17,Not Holiday,Saturday,Holiday,Mist,0.24,0.2121,1.0,0.2836,14,64,78,Afternoon Riders
800,2011-02-05,Spring,2011,Feb,18,Not Holiday,Saturday,Holiday,Mist,0.28,0.2424,0.93,0.4478,2,81,83,Evening Riders
801,2011-02-05,Spring,2011,Feb,19,Not Holiday,Saturday,Holiday,Mist,0.28,0.2424,0.93,0.4478,6,78,84,Evening Riders
802,2011-02-05,Spring,2011,Feb,20,Not Holiday,Saturday,Holiday,Clear,0.3,0.2879,0.87,0.2537,5,64,69,Evening Riders
803,2011-02-05,Spring,2011,Feb,21,Not Holiday,Saturday,Holiday,Clear,0.26,0.2576,1.0,0.194,3,53,56,Evening Riders
